first_name,last_name,nickname,player_country,player_continent,player_total_prize,game,game_genre
Paul,Boyer,sOAZ,France,Europe,422314.79,League of Legends,Multiplayer Online Battle Arena
Hyuk Kyu,Kim,Deft,Republic of Korea,Asia,409144.64,League of Legends,Multiplayer Online Battle Arena
Marcin,Jankowski,Jankos,Poland,Europe,403320.75,League of Legends,Multiplayer Online Battle Arena
Sen Ming,Shi,Ming,China,Asia,379664.5,League of Legends,Multiplayer Online Battle Arena
Jong In,Kim,PraY,Republic of Korea,Asia,374778.08,League of Legends,Multiplayer Online Battle Arena
Jun Ze,Yan,letme,China,Asia,360201.28,League of Legends,Multiplayer Online Battle Arena
Min Seung,Kang,Haru,Republic of Korea,Asia,348691.73,League of Legends,Multiplayer Online Battle Arena
Seung Hoon,Heo,Huni,Republic of Korea,Asia,347699.25,League of Legends,Multiplayer Online Battle Arena
Hyeong Seok,Jang,Looper,Republic of Korea,Asia,346307.48,League of Legends,Multiplayer Online Battle Arena
Ye,Tian,Meiko,China,Asia,337832.12,League of Legends,Multiplayer Online Battle Arena
Shuo Jie,Hu,SwordArt,Taiwan,Asia,337163.36,League of Legends,Multiplayer Online Battle Arena
Martin,Hansen,Wunder,Denmark,Europe,336306.24,League of Legends,Multiplayer Online Battle Arena
Tae Sang,Kim,doinb,Republic of Korea,Asia,330849.29,League of Legends,Multiplayer Online Battle Arena
Beom Hyeon,Kang,GorillA,Republic of Korea,Asia,329318.02,League of Legends,Multiplayer Online Battle Arena
Zdravec,Gulubov,Hylissang,Bulgaria,Europe,325910.24,League of Legends,Multiplayer Online Battle Arena
Seung Bin,Gu,imp,Republic of Korea,Asia,318379.81,League of Legends,Multiplayer Online Battle Arena
Mads,Brock-Pedersen,Broxah,Denmark,Europe,313654.08,League of Legends,Multiplayer Online Battle Arena
Peter,Peng,Doublelift,United States of America,North America,306475.81,League of Legends,Multiplayer Online Battle Arena
Kyung Ho,Song,Smeb,Republic of Korea,Asia,300818.81,League of Legends,Multiplayer Online Battle Arena
Gabriël,Rau,Bwipo,Belgium,Europe,287279.5,League of Legends,Multiplayer Online Battle Arena
Bo Wei,Cheng,bebe,Taiwan,Asia,286115.32,League of Legends,Multiplayer Online Battle Arena
Zachary,Scuderi,Sneaky,United States of America,North America,282456.48,League of Legends,Multiplayer Online Battle Arena
In Kyu,Choi,DanDy,Republic of Korea,Asia,281150.19,League of Legends,Multiplayer Online Battle Arena
Wei Xiang,Lin,Lwx,China,Asia,271901.75,League of Legends,Multiplayer Online Battle Arena
Tian Liang,Gao,Tian,China,Asia,268282.03,League of Legends,Multiplayer Online Battle Arena
Seo Haeng,Lee,kurO,Republic of Korea,Asia,267646.88,League of Legends,Multiplayer Online Battle Arena
Han Saem,Kim,GimGoon,Republic of Korea,Asia,266509.03,League of Legends,Multiplayer Online Battle Arena
Qing Song,Liu,Crisp,China,Asia,265601.98,League of Legends,Multiplayer Online Battle Arena
Gwang Jin,Chae,Piglet,Republic of Korea,Asia,265429.15,League of Legends,Multiplayer Online Battle Arena
Nicolaj,Jensen,Jensen,Denmark,Europe,265283.06,League of Legends,Multiplayer Online Battle Arena
Yang,Tong,Koro1,China,Asia,260755.41,League of Legends,Multiplayer Online Battle Arena
Jake,Puchero,Xmithie,Phillipines,Asia,260170.9,League of Legends,Multiplayer Online Battle Arena
Dennis,Johnsen,Svenskeren,Denmark,Europe,257257.41,League of Legends,Multiplayer Online Battle Arena
Jeong Hyeon,Lee,PoohManDu,Republic of Korea,Asia,256771.39,League of Legends,Multiplayer Online Battle Arena
Alfonso,Aguirre Rodriguez,Mithy,Spain,Europe,252718.89,League of Legends,Multiplayer Online Battle Arena
Jesper,Svenningsen,Zven,Denmark,Europe,250580.01,League of Legends,Multiplayer Online Battle Arena
Søren,Bjerg,Bjergsen,Denmark,Europe,250222.7,League of Legends,Multiplayer Online Battle Arena
Ji Hoon,Lee,Easyhoon,Republic of Korea,Asia,249497.86,League of Legends,Multiplayer Online Battle Arena
Ye Chan,Lee,Scout,Republic of Korea,Asia,242290.45,League of Legends,Multiplayer Online Battle Arena
Yi Tang,Huang,Maple,Taiwan,Asia,240437.63,League of Legends,Multiplayer Online Battle Arena
Dong Ha,Kim,Khan,Republic of Korea,Asia,232418.28,League of Legends,Multiplayer Online Battle Arena
Kyung Sup,Yoon,Zero,Republic of Korea,Asia,229438.65,League of Legends,Multiplayer Online Battle Arena
June Tsan,Wang,Stanley,Taiwan,Asia,225522.01,League of Legends,Multiplayer Online Battle Arena
Kurtis Wai Kin,Lau,Toyz,Hong Kong,Europe,224722.01,League of Legends,Multiplayer Online Battle Arena
Mihael,Mehle,Mikyx,Slovenia,Europe,220292.5,League of Legends,Multiplayer Online Battle Arena
Gyeong Hwan,Jang,MaRin,Republic of Korea,Asia,219660.3,League of Legends,Multiplayer Online Battle Arena
Kuan Po,Sung,Lilballz,Taiwan,Asia,217429.72,League of Legends,Multiplayer Online Battle Arena
Hui Chung,Chen,MiSTakE,Taiwan,Asia,216539.83,League of Legends,Multiplayer Online Battle Arena
Han Wei,Su,xiye,China,Asia,206587.79,League of Legends,Multiplayer Online Battle Arena
Yu Hao,Chen,Mouse,China,Asia,198089.09,League of Legends,Multiplayer Online Battle Arena
Zhihao,Liu,Zzitai,China,Asia,191889.12,League of Legends,Multiplayer Online Battle Arena
Sung Joon,Jin,Mystic,Republic of Korea,Asia,189265.81,League of Legends,Multiplayer Online Battle Arena
Dong Bin,Go,Score,Republic of Korea,Asia,185512.99,League of Legends,Multiplayer Online Battle Arena
Sang Ook,Yoo,Ryu,Republic of Korea,Asia,184100.69,League of Legends,Multiplayer Online Battle Arena
Bora,Kim,YellOwStaR,France,Europe,183976.33,League of Legends,Multiplayer Online Battle Arena
Bo Seong,Gwak,Bdd,Republic of Korea,Asia,182877.42,League of Legends,Multiplayer Online Battle Arena
Jason,Tran,WildTurtle,Canada,North America,182066.13,League of Legends,Multiplayer Online Battle Arena
Ding,Zhuo,Knight,China,Asia,180858.29,League of Legends,Multiplayer Online Battle Arena
Gang Yun,Kim,Trick,Republic of Korea,Asia,177780.23,League of Legends,Multiplayer Online Battle Arena
Yu Hung,Lu,Betty,Taiwan,Asia,177478.08,League of Legends,Multiplayer Online Battle Arena
Su,Heo,ShowMaker,Republic of Korea,Asia,177331.43,League of Legends,Multiplayer Online Battle Arena
Ha Gwon,Jang,Nuguri,Republic of Korea,Asia,176983.88,League of Legends,Multiplayer Online Battle Arena
Geon Bu,Kim,Canyon,Republic of Korea,Asia,174361.72,League of Legends,Multiplayer Online Battle Arena
Jia Hao,Bai,369,China,Asia,173098.69,League of Legends,Multiplayer Online Battle Arena
Geon Hee,Cho,BeryL,Republic of Korea,Asia,170911.34,League of Legends,Multiplayer Online Battle Arena
Dong Wook,Lee,LokeN,Republic of Korea,Asia,170679.58,League of Legends,Multiplayer Online Battle Arena
Enrique,Cedeño Martinez,xPeke,Spain,Europe,166127.4,League of Legends,Multiplayer Online Battle Arena
Dae Han,Gi,Expect,Republic of Korea,Asia,165169.85,League of Legends,Multiplayer Online Battle Arena
Zhuojun,Feng,Fzzf,China,Asia,164821.18,League of Legends,Multiplayer Online Battle Arena
Ren Jie,Xiang,Condi,China,Asia,161938.75,League of Legends,Multiplayer Online Battle Arena
Petter,Freyschuss,Hjärnan,Sweden,Europe,160818.8,League of Legends,Multiplayer Online Battle Arena
Chang Yu,Ke,957,China,Asia,159402.36,League of Legends,Multiplayer Online Battle Arena
Kyle,Giersdorf,Bugha,United States of America,North America,3141395.05,Fortnite,Battle Royale
David,Wang,Aqua,Austria,Europe,1923774.23,Fortnite,Battle Royale
Harrison,Chang,psalm,United States of America,North America,1873138.8,Fortnite,Battle Royale
Emil,Bergquist Pedersen,Nyhrox,Norway,Europe,1536845.69,Fortnite,Battle Royale
Shane,Cotton,EpikWhale,United States of America,North America,1349767.32,Fortnite,Battle Royale
Jaden,Ashman,Wolfiez,United Kingdom of Great Britain & Northern Ireland,Europe,1331128.07,Fortnite,Battle Royale
Dave,Jong,Rojo,Netherlands,Europe,1213576.66,Fortnite,Battle Royale
Nate,Kou,Kreo,Hong Kong,Europe,1200043.07,Fortnite,Battle Royale
Williams,Aubin,Zayt,Canada,North America,1186189.75,Fortnite,Battle Royale
Rocco,Morales,Saf,United States of America,North America,1126345.35,Fortnite,Battle Royale
Davis,McClellan,Ceice,United States of America,North America,1109880.47,Fortnite,Battle Royale
Thiago,Lapp,kinG,Argentina,South America,1021000,Fortnite,Battle Royale
Hayden,Krueger,Elevate,United States of America,North America,991583.2,Fortnite,Battle Royale
Clément,Danglot,Skite,France,Europe,850264.02,Fortnite,Battle Royale
Dmitri,Van de Vrie,Mitr0,Netherlands,Europe,775574.81,Fortnite,Battle Royale
Theo,Ferrer,Crue,Sweden,Europe,715350,Fortnite,Battle Royale
Kyle,Jackson,Mongraal,United Kingdom of Great Britain & Northern Ireland,Europe,673154.23,Fortnite,Battle Royale
Timothy,Miller,Bizzle,United States of America,North America,615626.39,Fortnite,Battle Royale
Diego,Lima,Arkhram,United States of America,North America,608416.68,Fortnite,Battle Royale
Turner,Tenney,Tfue,United States of America,North America,594850,Fortnite,Battle Royale
Anthony,Colandro,ZexRow,United States of America,North America,506099.73,Fortnite,Battle Royale
Benjy David,Fish,BenjyFishy,United Kingdom of Great Britain & Northern Ireland,Europe,496429.32,Fortnite,Battle Royale
Klaus,Konstanzer,stompy,Austria,Europe,492271.94,Fortnite,Battle Royale
Brendan,Falconer,Falconer,United States of America,North America,482850,Fortnite,Battle Royale
Nathan,Berquignol,Nayte,France,Europe,474562.23,Fortnite,Battle Royale
Daniel,Walsh,Dubs,United States of America,North America,468099.99,Fortnite,Battle Royale
Dennis,Lepore,Cloakzy,United States of America,North America,437975,Fortnite,Battle Royale
Nate,Hill,Nate Hill,United States of America,North America,437369.11,Fortnite,Battle Royale
Noah,Wright,Vivid,United States of America,North America,417366.67,Fortnite,Battle Royale
Duong,Huynh,Kinstaar,Switzerland,Europe,414258.4,Fortnite,Battle Royale
Noam,Ackenine,Megga,United States of America,North America,381283.32,Fortnite,Battle Royale
River,Handley,Riversan,United States of America,North America,360841.67,Fortnite,Battle Royale
Vinny,Gilgan,Vinny,United States of America,North America,350238.8,Fortnite,Battle Royale
Jack,-,Cizzorz,United States of America,North America,345750,Fortnite,Battle Royale
Tyler,-,hiimtylerh,Canada,North America,341250,Fortnite,Battle Royale
Stephan,-,Suezhoo,Belgium,Europe,341250,Fortnite,Battle Royale
-,-,Zand,Denmark,Europe,341250,Fortnite,Battle Royale
Ryan,Chaplo,Chap,United States of America,North America,341066.67,Fortnite,Battle Royale
Thomas,Hörak,Tschiiinken,Austria,Europe,326176.94,Fortnite,Battle Royale
Jake,Brumleve,Poach,United States of America,North America,324900,Fortnite,Battle Royale
Trevor,Siegler,FunkBomb,United States of America,North America,315616.67,Fortnite,Battle Royale
Thomas,Mulligan,72hrs,United States of America,North America,310008.33,Fortnite,Battle Royale
Pierre,Mesey,Vato,Switzerland,Europe,285707.09,Fortnite,Battle Royale
Martin,Foss,MrSavage,Norway,Europe,271316.73,Fortnite,Battle Royale
Domeniks,Bunts,Domentos,Latvia,Europe,269887.84,Fortnite,Battle Royale
Malachi,Greiner,Reverse2k,United States of America,North America,255546.92,Fortnite,Battle Royale
Cody,Conrod,Clix,United States of America,North America,250968.08,Fortnite,Battle Royale
Austin,Etue,Morgausse,United States of America,North America,250938.56,Fortnite,Battle Royale
Mack,Aesoph,MackWood,United States of America,North America,250525,Fortnite,Battle Royale
Dylan,Moore,Dmo,United States of America,North America,243025,Fortnite,Battle Royale
Jonathan,Weber,yung calculator,United States of America,North America,229850.77,Fortnite,Battle Royale
Corentin,Tardif,Hunter,France,Europe,229464.98,Fortnite,Battle Royale
William,Paquin-Brien,Fatch,Canada,North America,228500,Fortnite,Battle Royale
Josh,Roach,Commandment,United States of America,North America,221752.32,Fortnite,Battle Royale
Keenan,Santos,Rhux,United States of America,North America,217500,Fortnite,Battle Royale
Calum,MacGillivray,itemm,United Kingdom of Great Britain & Northern Ireland,Europe,215605,Fortnite,Battle Royale
Nick,McGuire,Aspect,United States of America,North America,215391.67,Fortnite,Battle Royale
Adam,Boyer-Dræby,Boyer,Denmark,Europe,210575.84,Fortnite,Battle Royale
Patrik,Zaharchenko,Pate1k,Norway,Europe,207201.06,Fortnite,Battle Royale
Sven,Edelenbosch,Svennoss,Netherlands,Europe,205008.33,Fortnite,Battle Royale
Tai,Starčič,TaySon,Slovenia,Europe,200130,Fortnite,Battle Royale
Liam,Fillery,Kamo,Germany,Europe,197139.97,Fortnite,Battle Royale
Fabian,Real,Derox,Germany,Europe,195617.67,Fortnite,Battle Royale
Yan,Kaur,Fwexy,Russia,Europe,193787.59,Fortnite,Battle Royale
Mark,Danilov,Letw1k3,Russia,Europe,189482.52,Fortnite,Battle Royale
Artur,Kurshin,7ssk7,Belarus,Europe,188358.03,Fortnite,Battle Royale
Jannis,Matwin,JannisZ,Germany,Europe,188212.42,Fortnite,Battle Royale
Thomas,Davidsen,Th0masHD,Denmark,Europe,188090,Fortnite,Battle Royale
Alexandre,Christophe,Andilex,France,Europe,187095.73,Fortnite,Battle Royale
Julio Cesar,Nevarez,Pika,United States of America,North America,182950,Fortnite,Battle Royale
Klaivert,Dervishi,Teeqzy,Belgium,Europe,179596.3,Fortnite,Battle Royale
Lassi,Kallio,BELAEU,Finland,Europe,178610,Fortnite,Battle Royale
Endre,Byre,Endretta,Norway,Europe,176803.33,Fortnite,Battle Royale
Karim,Benghalia,Aïrwaks,Switzerland,Europe,176598.27,Fortnite,Battle Royale
Sean,Close,Sean,Canada,North America,174733.33,Fortnite,Battle Royale
Felix,Hortlund,Wakie,Sweden,Europe,174439.58,Fortnite,Battle Royale
Jamal,Saidayev,Jamside,Russia,Europe,172779.7,Fortnite,Battle Royale
Aydan,Conrad,Aydan,United States of America,North America,172583.33,Fortnite,Battle Royale
Pontus,Bucht,Tchub,Sweden,Europe,172400,Fortnite,Battle Royale
Howard,Castiaux,Noward,Belgium,Europe,172385.27,Fortnite,Battle Royale
Blaž,Lešnik,K1nzell,Slovenia,Europe,167697.53,Fortnite,Battle Royale
Evan,Barron,Cented,Canada,North America,160410.62,Fortnite,Battle Royale
Dominick,Green,Unknown,United States of America,North America,159833.35,Fortnite,Battle Royale
Alexander,Zayedli,Znappy,Sweden,Europe,159160.84,Fortnite,Battle Royale
David,Bois,LeNain,Canada,North America,158350,Fortnite,Battle Royale
Ben,Peterson,Edgey,United States of America,North America,153868.98,Fortnite,Battle Royale
Maxime,Thomas,Blax,France,Europe,152619.67,Fortnite,Battle Royale
Anthony,Waller,Tendons,United States of America,North America,150900,Fortnite,Battle Royale
Jong Su,Lee,Peterpan,Republic of Korea,Asia,147050,Fortnite,Battle Royale
Victor,Lopez,TheVic,France,Europe,144507.88,Fortnite,Battle Royale
-,-,Furious,United States of America,North America,143908.34,Fortnite,Battle Royale
Tyler,Blevins,Ninja,United States of America,North America,142413.56,Fortnite,Battle Royale
-,-,4DRStorm,United States of America,North America,141158.34,Fortnite,Battle Royale
Zygimantas,Navickas,Redrush,Lithuania,Europe,139936.26,Fortnite,Battle Royale
Mason,Lanier,Symfuhny,United States of America,North America,139866.67,Fortnite,Battle Royale
Nicolas,Frejavise,Nikof,France,Europe,137954,Fortnite,Battle Royale
Moussa,Faour,Chapix,Sweden,Europe,136820,Fortnite,Battle Royale
Jonas Colkær,Thomsen,Klusia,Denmark,Europe,136810,Fortnite,Battle Royale
Kevin,Fedjuschkin,Letshe,Germany,Europe,135928.06,Fortnite,Battle Royale
Jordan,Tucker,Tuckz,United Kingdom of Great Britain & Northern Ireland,Europe,134800,Fortnite,Battle Royale
Dong Jun,Kim,Rascal,Republic of Korea,Asia,331108.68,Overwatch,First-Person Shooter
Nam Joo,Kwon,Striker,Republic of Korea,Asia,327424.24,Overwatch,First-Person Shooter
Myeong Hwan,Yoo,smurf,Republic of Korea,Asia,322184.16,Overwatch,First-Person Shooter
Hyo Bin,Choi,ChoiHyoBin,Republic of Korea,Asia,319657.2,Overwatch,First-Person Shooter
Grant,Espe,Moth,United States of America,North America,314548.25,Overwatch,First-Person Shooter
Matthew,DeLisi,super,United States of America,North America,312948.02,Overwatch,First-Person Shooter
Min Ki,Park,Viol2t,Republic of Korea,Asia,308901.19,Overwatch,First-Person Shooter
Jae Hee,Hong,Gesture,Republic of Korea,Asia,297730.97,Overwatch,First-Person Shooter
Joon Yeong,Park,Profit,Republic of Korea,Asia,297730.97,Overwatch,First-Person Shooter
Seung Tae,Choi,Bdosin,Republic of Korea,Asia,272689.65,Overwatch,First-Person Shooter
Joo Seok,Lee,Twilight,Republic of Korea,Asia,267391.59,Overwatch,First-Person Shooter
Jun Ho,Kim,Fury,Republic of Korea,Asia,222400.43,Overwatch,First-Person Shooter
Ji Hyuk,Kim,birdring,Republic of Korea,Asia,208453.84,Overwatch,First-Person Shooter
Won Sik,Jung,Closer,Republic of Korea,Asia,197480.74,Overwatch,First-Person Shooter
Jong Seok,Kim,NUS,Republic of Korea,Asia,188479.09,Overwatch,First-Person Shooter
Sung Jun,Kim,SLIME,Republic of Korea,Asia,186382.3,Overwatch,First-Person Shooter
Andreas,Karlsson,Nevix,Sweden,Europe,180755.36,Overwatch,First-Person Shooter
Jong Yeol,Park,Saebyeolbe,Republic of Korea,Asia,176385.68,Overwatch,First-Person Shooter
Dong Gyu,Kim,Mano,Republic of Korea,Asia,168959.28,Overwatch,First-Person Shooter
Hye Sung,Kim,Libero,Republic of Korea,Asia,167420.62,Overwatch,First-Person Shooter
Choong Hui,Lee,Stitch,Republic of Korea,Asia,164396.18,Overwatch,First-Person Shooter
Jay,Won,sinatraa,United States of America,North America,164363.81,Overwatch,First-Person Shooter
Sean,Henderson,ta1yo,Japan,Asia,164025.25,Overwatch,First-Person Shooter
Sung Hyeon,Bang,JJoNak,Republic of Korea,Asia,163336.4,Overwatch,First-Person Shooter
Seon Chang,Lee,ANS,Republic of Korea,Asia,159911.85,Overwatch,First-Person Shooter
Tae-seong,Jeong,ANAMO,Republic of Korea,Asia,159757.11,Overwatch,First-Person Shooter
Dong Eun,Lee,Hooreg,Republic of Korea,Asia,157907.63,Overwatch,First-Person Shooter
Min Ho,Park,Architect,Republic of Korea,Asia,157289.9,Overwatch,First-Person Shooter
Jin Mo,Yang,tobi,Republic of Korea,Asia,157268.25,Overwatch,First-Person Shooter
Hyeon Woo,Choi,JJANU,Republic of Korea,Asia,156207.98,Overwatch,First-Person Shooter
Hyo Jong,Kim,Haksal,Republic of Korea,Asia,151472.42,Overwatch,First-Person Shooter
Tae Hong,Kim,Mek0,Republic of Korea,Asia,149547.3,Overwatch,First-Person Shooter
Do Hyun,Kim,pine,Republic of Korea,Asia,138012.28,Overwatch,First-Person Shooter
Min-hyuk,Choi,Michelle,Republic of Korea,Asia,131615.34,Overwatch,First-Person Shooter
Sang Beom,Park,BUMPER,Republic of Korea,Asia,128681.89,Overwatch,First-Person Shooter
Yeon Joon,Hong,ArK,Republic of Korea,Asia,113666.44,Overwatch,First-Person Shooter
Min Seo,Hwang,Marve1,Republic of Korea,Asia,111871.29,Overwatch,First-Person Shooter
Jun Woo,Kang,Void,Republic of Korea,Asia,110435.01,Overwatch,First-Person Shooter
Jae Min,Park,ILLICIT,Republic of Korea,Asia,108240.14,Overwatch,First-Person Shooter
Min Soo,Seo,SeoMinSoo,Republic of Korea,Asia,107535.84,Overwatch,First-Person Shooter
Dong Eon,Kim,Fits,Republic of Korea,Asia,104737.26,Overwatch,First-Person Shooter
Jun Geun,Kim,Rapel,Republic of Korea,Asia,104074.27,Overwatch,First-Person Shooter
Isaac,Charles,Boombox,United Kingdom of Great Britain & Northern Ireland,Europe,98285.03,Overwatch,First-Person Shooter
Daniel,Hathaway,FunnyAstro,United Kingdom of Great Britain & Northern Ireland,Europe,96906.13,Overwatch,First-Person Shooter
Min Seong,Bae,diem,Republic of Korea,Asia,94244.74,Overwatch,First-Person Shooter
Yeon Kwan,Jeong,Nenne,Republic of Korea,Asia,91413.27,Overwatch,First-Person Shooter
Jae Hyeok,Lee,Carpe,Republic of Korea,Asia,91158.55,Overwatch,First-Person Shooter
Young Wan,Kim,Creative,Republic of Korea,Asia,90485.05,Overwatch,First-Person Shooter
Gael,Gouzerch,Poko,France,Europe,90439.44,Overwatch,First-Person Shooter
Terence,Tarlier,SoOn,France,Europe,90428.77,Overwatch,First-Person Shooter
Jang Hyeon,Hwang,TiZi,Republic of Korea,Asia,88443.76,Overwatch,First-Person Shooter
Joong Hwa,Song,janus,Republic of Korea,Asia,86293.32,Overwatch,First-Person Shooter
Byeong Seon,Kim,Fleta,Republic of Korea,Asia,86277.6,Overwatch,First-Person Shooter
Je Hong,Ryu,Ryujehong,Republic of Korea,Asia,85804.45,Overwatch,First-Person Shooter
Weida,Lu,Diya,China,Asia,83845.32,Overwatch,First-Person Shooter
Josh,Corona,Eqo,Israel,Asia,83532.82,Overwatch,First-Person Shooter
Yeon Oh,Hwang,Fl0w3R,Republic of Korea,Asia,83235.77,Overwatch,First-Person Shooter
Lane,Roberts,Surefour,Canada,North America,82724.04,Overwatch,First-Person Shooter
Min Chul,Kim,Izayaki,Republic of Korea,Asia,82630.1,Overwatch,First-Person Shooter
Su Min,Kim,SADO,Republic of Korea,Asia,82032.82,Overwatch,First-Person Shooter
Simon,Ekström,snillo,Sweden,Europe,81812.25,Overwatch,First-Person Shooter
Seong Hyeon,Yang,Luffy,Republic of Korea,Asia,81363.59,Overwatch,First-Person Shooter
Min Seok,Kwon,AimGod,Republic of Korea,Asia,78260.01,Overwatch,First-Person Shooter
Chang Hoon,Gye,r0ar,Republic of Korea,Asia,78144.21,Overwatch,First-Person Shooter
Gui Un,Jang,Decay,Republic of Korea,Asia,77756.89,Overwatch,First-Person Shooter
Jonas,Suovaara,Shaz,Finland,Europe,77723.5,Overwatch,First-Person Shooter
Benjamin,Isohanni,BigG00se,Finland,Europe,77014.11,Overwatch,First-Person Shooter
Seung Joon,Lee,Whoru,Republic of Korea,Asia,75756.09,Overwatch,First-Person Shooter
Jin Hyeok,Yang,DDing,Republic of Korea,Asia,74902.37,Overwatch,First-Person Shooter
Jae Gon,Lee,LeeJaeGon,Republic of Korea,Asia,74175.89,Overwatch,First-Person Shooter
Kyung Ho,Kim,Alarm,Republic of Korea,Asia,73478.37,Overwatch,First-Person Shooter
Joon Hyuk,Kim,zunba,Republic of Korea,Asia,72886.36,Overwatch,First-Person Shooter
Se Yeon,Kim,Geguri,Republic of Korea,Asia,70298.68,Overwatch,First-Person Shooter
Joona,Laine,fragi,Finland,Europe,70255.34,Overwatch,First-Person Shooter
Blake,Scott,Gator,United States of America,North America,69918.09,Overwatch,First-Person Shooter
Hong Joon,Choi,HOTBA,Republic of Korea,Asia,68984.11,Overwatch,First-Person Shooter
Alberto,Gonzales Molinillo,neptuNo,Spain,Europe,67619.01,Overwatch,First-Person Shooter
