first_name,last_name,nickname,player_country,player_continent,player_total_prize,game,game_genre
Zheng,Wu,Forever,China,Asia,119560.82,PUBG,Battle Royale
Thierry,Kaltenback,Kaymind,Canada,North America,113573,PUBG,Battle Royale
Xin,Wang,ZGGO1,China,Asia,112482.56,PUBG,Battle Royale
Roman,Zinoviev,ADOUZ1E,Russia,Europe,106225,PUBG,Battle Royale
Daying,Wei,xxxLu,China,Asia,105935.34,PUBG,Battle Royale
Arsenii,Ivanychev,ceh9,Russia,Europe,104675,PUBG,Battle Royale
Vadim,Ulshin,POKAMOLODOY,Russia,Europe,104671.25,PUBG,Battle Royale
Jong Ho,Lee,Starlord,Republic of Korea,Asia,104576.9,PUBG,Battle Royale
Diondre,Bond,YaBoiDre,United States of America,North America,103739.58,PUBG,Battle Royale
-,-,Menteul,Republic of Korea,Asia,102114.43,PUBG,Battle Royale
Rak Gwon,Chung,Hulk,Republic of Korea,Asia,101243.57,PUBG,Battle Royale
Do-hyun,Kim,Daengchae,Republic of Korea,Asia,100930.84,PUBG,Battle Royale
Hwan,Jang,Hwan2da,Republic of Korea,Asia,98090.7,PUBG,Battle Royale
Laurynas,Rudys,Gaxy,Lithuania,Europe,94926.51,PUBG,Battle Royale
Ben,Wheeler,Nerf,United States of America,North America,93098,PUBG,Battle Royale
Chuan,Yu,Summer,China,Asia,86922.9,PUBG,Battle Royale
Timothy,Ebarb,Uncivil,United States of America,North America,86853.44,PUBG,Battle Royale
Ömer,Develi,Iroh,Turkey,Asia,85243.75,PUBG,Battle Royale
Hunter,Winn,hwinn,United States of America,North America,85032.94,PUBG,Battle Royale
Kurtis,Bond,Purdy,United States of America,North America,84148.44,PUBG,Battle Royale
Kevin,Linn,Miccoy,United States of America,North America,82233.44,PUBG,Battle Royale
Mehmood Amin,Askar,Moody,Canada,North America,81360.5,PUBG,Battle Royale
Aaron,Lommen,aLOW,United States of America,North America,81023.44,PUBG,Battle Royale
Luke,Newey,Luke12,Australia,Oceania,79049.82,PUBG,Battle Royale
Andrey,Ionov,Bestoloch,Russia,Europe,78800,PUBG,Battle Royale
Kang,Wang,shou,China,Asia,78178.8,PUBG,Battle Royale
Jiang Hua,Chen,shox,China,Asia,78178.8,PUBG,Battle Royale
Daniel,Hernandez,Sharpshothd,Cuba,North America,77092.86,PUBG,Battle Royale
-,-,BBABBO,Republic of Korea,Asia,75125.32,PUBG,Battle Royale
Jae Hyun,Han,SexyPIG,Republic of Korea,Asia,74885.91,PUBG,Battle Royale
Romain,Hermann,Shiv,France,Europe,74811.76,PUBG,Battle Royale
Damien,Valliant,Dahmien7,France,Europe,71349.2,PUBG,Battle Royale
Kyung Chul,Oh,style,Republic of Korea,Asia,70101.26,PUBG,Battle Royale
Bo Hyun,Kim,YaKK,Republic of Korea,Asia,67744.43,PUBG,Battle Royale
Qicheng,Chen,BoLiang,China,Asia,67742.92,PUBG,Battle Royale
Xin,Lin,L1nnnn,China,Asia,67742.92,PUBG,Battle Royale
Ruilong,Deng,LongSkr,China,Asia,67742.92,PUBG,Battle Royale
Do-gyeong,Kim,DoYa,Republic of Korea,Asia,67687.33,PUBG,Battle Royale
Gustav,Blønd,GustavQQ,Denmark,Europe,66517.5,PUBG,Battle Royale
Bohang,Li,JiaoYang,China,Asia,64373.86,PUBG,Battle Royale
-,-,Tide,China,Asia,64304.93,PUBG,Battle Royale
-,-,DG98,Republic of Korea,Asia,64255.11,PUBG,Battle Royale
Tristan,Nowicky,Shrimzy,United States of America,North America,63736.69,PUBG,Battle Royale
Yu-Ze,Sun,CPT,China,Asia,63636.03,PUBG,Battle Royale
Adrian,Blom,Haxete,Sweden,Europe,62654.51,PUBG,Battle Royale
-,-,DouM,China,Asia,62114.15,PUBG,Battle Royale
-,-,DJBOY,China,Asia,62114.15,PUBG,Battle Royale
Mathias,Larsen,Larsen,Denmark,Europe,61350,PUBG,Battle Royale
Hyun Woo,Yoon,yoonroot,Republic of Korea,Asia,59165.88,PUBG,Battle Royale
Hữu Đoàn,Nguyễn,Leviz,Vietnam,Asia,58725.83,PUBG,Battle Royale
-,-,LinShuNN,China,Asia,58710.01,PUBG,Battle Royale
Alexey,Trufanov,0nuqtive,Russia,Europe,58458.75,PUBG,Battle Royale
Xin-hao,Pan,BaoLeiNB,China,Asia,58381.6,PUBG,Battle Royale
Cedrik,Lessard,DrasseL,Canada,North America,58295.94,PUBG,Battle Royale
Pengcheng,Wang,jiaozhu,China,Asia,57157.65,PUBG,Battle Royale
Boyuan,Wang,Wang88,China,Asia,56537.65,PUBG,Battle Royale
Gil Do,Lee,Temeria,Republic of Korea,Asia,56496.7,PUBG,Battle Royale
-,-,Qmccc,China,Asia,55099.91,PUBG,Battle Royale
Jace,Patras,Voxsic,United States of America,North America,53388.44,PUBG,Battle Royale
Patrick,Kaplan,PAT KAPS,United States of America,North America,51048.44,PUBG,Battle Royale
-,-,Dongdong,China,Asia,50678.6,PUBG,Battle Royale
Seung Sun,Lee,shadow,Republic of Korea,Asia,50137.37,PUBG,Battle Royale
Magnus,Hartmann,udyRR,Germany,Europe,49761.3,PUBG,Battle Royale
René,Rehling,Braexco,Germany,Europe,49471.55,PUBG,Battle Royale
Michael,Wake,mykLe,United Kingdom of Great Britain & Northern Ireland,Europe,49287.5,PUBG,Battle Royale
-,-,067QAQ,China,Asia,48617.5,PUBG,Battle Royale
-,-,Makne,Republic of Korea,Asia,48503.23,PUBG,Battle Royale
Katanyu,Chinsorranan,DUCKMANZ,Thailand,Asia,47602.61,PUBG,Battle Royale
Sebastian,Berendt,BALLOC,Denmark,Europe,47090,PUBG,Battle Royale
Jake,Winant,Snakers,United States of America,North America,47078.32,PUBG,Battle Royale
Zhengzheng,Chen,Cat,China,Asia,465685.85,Arena of Valor,Multiplayer Online Battle Arena
Guixin,Guo,NuoYan,China,Asia,416162.04,Arena of Valor,Multiplayer Online Battle Arena
Tianlong,Wang,Alan,China,Asia,399019.18,Arena of Valor,Multiplayer Online Battle Arena
Siyuan,Luo,HuaHai,China,Asia,399019.18,Arena of Valor,Multiplayer Online Battle Arena
Cong,Zhang,Wuming,China,Asia,399019.18,Arena of Valor,Multiplayer Online Battle Arena
Xuân Bách,Trần,XB,Vietnam,Asia,152734.63,Arena of Valor,Multiplayer Online Battle Arena
Quang Hiệp,Trần,ProE,Vietnam,Asia,143598.03,Arena of Valor,Multiplayer Online Battle Arena
Sanpett,Marat,FirstOne,Thailand,Asia,135749.99,Arena of Valor,Multiplayer Online Battle Arena
Yunfei,Peng,Fly,China,Asia,133558.02,Arena of Valor,Multiplayer Online Battle Arena
Shengqqin,Xia,Hurt,China,Asia,133558.02,Arena of Valor,Multiplayer Online Battle Arena
Đức Chiến,Trần,ADC,Vietnam,Asia,133380.96,Arena of Valor,Multiplayer Online Battle Arena
Hồng Quân,Phạm,Gau,Vietnam,Asia,131670.38,Arena of Valor,Multiplayer Online Battle Arena
Sorawichaya,Mahavanakul,Isilindilz,Thailand,Asia,131425.77,Arena of Valor,Multiplayer Online Battle Arena
Chun Sheng,Chang,Neil,Taiwan,Asia,125644.94,Arena of Valor,Multiplayer Online Battle Arena
Tiến Đạt,Đinh,ĐạtKòiii,Vietnam,Asia,122860.21,Arena of Valor,Multiplayer Online Battle Arena
Vatcharanan,Thaworn,Summer,Thailand,Asia,122693.28,Arena of Valor,Multiplayer Online Battle Arena
Chang Hoon,Shin,JJak,Republic of Korea,Asia,122650.01,Arena of Valor,Multiplayer Online Battle Arena
-,-,Nutalomlok,Thailand,Asia,118657.27,Arena of Valor,Multiplayer Online Battle Arena
Ho Yeon,Lee,Rush,Republic of Korea,Asia,117894.7,Arena of Valor,Multiplayer Online Battle Arena
Chou,Chung,Yuzon,Taiwan,Asia,115644.94,Arena of Valor,Multiplayer Online Battle Arena
Ting Jui,Chen,Winds,Taiwan,Asia,113262.7,Arena of Valor,Multiplayer Online Battle Arena
Do Yeop,Kim,HAK,Republic of Korea,Asia,111710.36,Arena of Valor,Multiplayer Online Battle Arena
Sun Woo,Kim,Sun,Republic of Korea,Asia,111582.45,Arena of Valor,Multiplayer Online Battle Arena
Nsu Yu,Lin,Star,Taiwan,Asia,110644.94,Arena of Valor,Multiplayer Online Battle Arena
Chien Ting,Chen,Benny,Taiwan,Asia,110644.94,Arena of Valor,Multiplayer Online Battle Arena
-,-,Song,China,Asia,108311.67,Arena of Valor,Multiplayer Online Battle Arena
Chayut,Suebka,007x,Thailand,Asia,98723.19,Arena of Valor,Multiplayer Online Battle Arena
Parit,Pornrattanapitak,Difoxn,Thailand,Asia,90798.66,Arena of Valor,Multiplayer Online Battle Arena
-,-,770,China,Asia,89669.63,Arena of Valor,Multiplayer Online Battle Arena
Eikapong,Korhonen,Tony,Thailand,Asia,86881.37,Arena of Valor,Multiplayer Online Battle Arena
-,-,Snow,China,Asia,86666.67,Arena of Valor,Multiplayer Online Battle Arena
Siwa,Noomai,JOMWick,Thailand,Asia,74492.23,Arena of Valor,Multiplayer Online Battle Arena
Hyung Min,Kim,Chaser,Republic of Korea,Asia,71604.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,YANG,China,Asia,66666.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,行星,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,轻雨,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,久龙,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,北岛,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,暮色,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,久诚,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,月色,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,柠栀,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,最初,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,尘夏,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
-,-,阿可,China,Asia,65922.73,Arena of Valor,Multiplayer Online Battle Arena
Metasit,Leelapipatkul,Moowan,Thailand,Asia,61228.35,Arena of Valor,Multiplayer Online Battle Arena
Satittirat,Chetnarong,Overfly,Thailand,Asia,58200.95,Arena of Valor,Multiplayer Online Battle Arena
-,-,NingZhi,China,Asia,58160.23,Arena of Valor,Multiplayer Online Battle Arena
-,-,JiuLong,China,Asia,58160.23,Arena of Valor,Multiplayer Online Battle Arena
-,-,JiuC,China,Asia,58160.23,Arena of Valor,Multiplayer Online Battle Arena
-,-,ChenXia,China,Asia,58160.23,Arena of Valor,Multiplayer Online Battle Arena
-,-,ZuiChu,China,Asia,58160.23,Arena of Valor,Multiplayer Online Battle Arena
Sorachat,Janechaijitravanit,Getsrch,Thailand,Asia,57378.78,Arena of Valor,Multiplayer Online Battle Arena
-,-,BLUENOPING,Thailand,Asia,56270.18,Arena of Valor,Multiplayer Online Battle Arena
Kawee,Wachiraphas,MeMarkz,Thailand,Asia,55685.67,Arena of Valor,Multiplayer Online Battle Arena
Pakinai,Srivijarn,kSsA,Thailand,Asia,54159.21,Arena of Valor,Multiplayer Online Battle Arena
Sorawat,Boonphrom,Moss,Thailand,Asia,54156.23,Arena of Valor,Multiplayer Online Battle Arena
Piyapong,Proathaisong,Taoz,Thailand,Asia,52118.54,Arena of Valor,Multiplayer Online Battle Arena
Patara,Bhatarabhirom,Cherie,Thailand,Asia,51203.24,Arena of Valor,Multiplayer Online Battle Arena
Nutdanai,Rungruang,MrSunz,Thailand,Asia,47549.95,Arena of Valor,Multiplayer Online Battle Arena
-,-,Giao,China,Asia,46891.35,Arena of Valor,Multiplayer Online Battle Arena
-,-,Munez,Thailand,Asia,46641.1,Arena of Valor,Multiplayer Online Battle Arena
Pasu,Yensabai,Erez,Thailand,Asia,46258.63,Arena of Valor,Multiplayer Online Battle Arena
Methus,Meechom,Nt,Thailand,Asia,45995.54,Arena of Valor,Multiplayer Online Battle Arena
Sirichai,Sukpan,ReMix,Thailand,Asia,44916.44,Arena of Valor,Multiplayer Online Battle Arena
Pakkapon,Saethong,IpodPro,Thailand,Asia,44591.96,Arena of Valor,Multiplayer Online Battle Arena
-,-,Mojo,China,Asia,43264.58,Arena of Valor,Multiplayer Online Battle Arena
-,-,Chichi,Taiwan,Asia,42482.43,Arena of Valor,Multiplayer Online Battle Arena
-,-,Genji,Taiwan,Asia,42482.43,Arena of Valor,Multiplayer Online Battle Arena
-,-,Hanzo,Taiwan,Asia,42482.43,Arena of Valor,Multiplayer Online Battle Arena
-,-,Liang,Taiwan,Asia,42482.43,Arena of Valor,Multiplayer Online Battle Arena
-,-,Sirenia,Taiwan,Asia,42482.43,Arena of Valor,Multiplayer Online Battle Arena
Denchai,Eampaojeen,JameCo,Thailand,Asia,41144.36,Arena of Valor,Multiplayer Online Battle Arena
Aum,Chatchanapong,Happy,Thailand,Asia,40376.87,Arena of Valor,Multiplayer Online Battle Arena
Hsing Cheng,Lu,Heroes,Taiwan,Asia,38892.33,Arena of Valor,Multiplayer Online Battle Arena
-,-,六点六,China,Asia,36171.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,小兽,China,Asia,36171.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,小剑,China,Asia,36171.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,居居,China,Asia,36171.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,Core,Republic of Korea,Asia,35049.38,Arena of Valor,Multiplayer Online Battle Arena
-,-,PS Man,Vietnam,Asia,34811.67,Arena of Valor,Multiplayer Online Battle Arena
Matt,Stover,Mts,United States of America,North America,34190.6,Arena of Valor,Multiplayer Online Battle Arena
Chi Kang,Chuang,XiXi,Taiwan,Asia,33892.33,Arena of Valor,Multiplayer Online Battle Arena
Sung Lin,Hsieh,Wayn,Taiwan,Asia,33892.33,Arena of Valor,Multiplayer Online Battle Arena
-,-,Lulala,Taiwan,Asia,33333.33,Arena of Valor,Multiplayer Online Battle Arena
Hyo Jong,Kim,horror,Republic of Korea,Asia,31489.38,Arena of Valor,Multiplayer Online Battle Arena
-,-,JY,Republic of Korea,Asia,31489.38,Arena of Valor,Multiplayer Online Battle Arena
-,-,YK,Republic of Korea,Asia,29676,Arena of Valor,Multiplayer Online Battle Arena
-,-,Xuan,Malaysia,Asia,28860,Arena of Valor,Multiplayer Online Battle Arena
-,-,Sweet,Republic of Korea,Asia,28816,Arena of Valor,Multiplayer Online Battle Arena
Chanapol,Siri,Sky,Thailand,Asia,28083.35,Arena of Valor,Multiplayer Online Battle Arena
-,-,KOKO,China,Asia,27580.07,Arena of Valor,Multiplayer Online Battle Arena
Chattrakarn,Parichatkun,Erl2oR,Thailand,Asia,27074.4,Arena of Valor,Multiplayer Online Battle Arena
-,-,Chen,China,Asia,26695.5,Arena of Valor,Multiplayer Online Battle Arena
Yu-Yan,Su,GaDuo,Taiwan,Asia,26666.67,Arena of Valor,Multiplayer Online Battle Arena
Tseng-Yung,Chun,Kato,Taiwan,Asia,26666.67,Arena of Valor,Multiplayer Online Battle Arena
En Hao,Chen,Gua,Taiwan,Asia,26666.67,Arena of Valor,Multiplayer Online Battle Arena
-,-,Rain,Taiwan,Asia,26645,Arena of Valor,Multiplayer Online Battle Arena
Komklit,Wongsawat,O7T-V1,Thailand,Asia,25941.03,Arena of Valor,Multiplayer Online Battle Arena
-,-,139,China,Asia,24171.67,Arena of Valor,Multiplayer Online Battle Arena
Thijs,Molendijk,Thijs,Netherlands,Europe,491418.66,Hearthstone,Collectible Card Game
Wei Lin,Chen,tom60229,Taiwan,Asia,442877.87,Hearthstone,Collectible Card Game
Pavel,Beltiukov,Pavel,Russia,Europe,347798,Hearthstone,Collectible Card Game
Casper,Notto,Hunterace,Norway,Europe,341931.16,Hearthstone,Collectible Card Game
Jung Soo,Kim,Surrender,Republic of Korea,Asia,316781.57,Hearthstone,Collectible Card Game
Raphael,Peltzer,BunnyHoppor,Germany,Europe,312987.23,Hearthstone,Collectible Card Game
Bin,Zhou,Jasonzhou,China,Asia,296734.75,Hearthstone,Collectible Card Game
-,-,XHope,China,Asia,293345.18,Hearthstone,Collectible Card Game
Jon,Westberg,Orange,Sweden,Europe,291115.88,Hearthstone,Collectible Card Game
Frank,Zhang,fr0zen,United States of America,North America,284382.26,Hearthstone,Collectible Card Game
Brian,Eason,bloodyface,United States of America,North America,279875,Hearthstone,Collectible Card Game
Aleksandr,Malsh,Kolento,Ukraine,Europe,273654.46,Hearthstone,Collectible Card Game
James,Kostesich,Firebat,United States of America,North America,269053.1,Hearthstone,Collectible Card Game
Sato,Kenta,glory,Japan,Asia,238550,Hearthstone,Collectible Card Game
Xiao Meng,Li,Liooon,China,Asia,238010,Hearthstone,Collectible Card Game
David,Caero,Dog,United States of America,North America,229488.39,Hearthstone,Collectible Card Game
Torben,Wahl,Viper,Germany,Europe,227550,Hearthstone,Collectible Card Game
Ryan,Murphy-Root,Purple,Canada,North America,220418.33,Hearthstone,Collectible Card Game
Artem,Kravets',DrHippi,Ukraine,Europe,210416.67,Hearthstone,Collectible Card Game
Dima,Radu,Rdu,Romania,Europe,204049.56,Hearthstone,Collectible Card Game
Euneil,Javiñas,Staz,Phillipines,Asia,193860.89,Hearthstone,Collectible Card Game
Frederik Høj,Nielsen,Hoej,Denmark,Europe,171767.15,Hearthstone,Collectible Card Game
Vladislav,Sinotov,SilverName,Russia,Europe,170027.04,Hearthstone,Collectible Card Game
Muzahidul,I.,Muzzy,United States of America,North America,167590.47,Hearthstone,Collectible Card Game
Xieyu,Wang,Tiddler Celestial,China,Asia,165348.34,Hearthstone,Collectible Card Game
Jaromír,Vyskočil,Jarla,Czech Republic,Europe,162017.51,Hearthstone,Collectible Card Game
Sebastian,Bentert,Xixo,Germany,Europe,156103.11,Hearthstone,Collectible Card Game
Kaan,Çekli,Fujitora,Turkey,Asia,155778.27,Hearthstone,Collectible Card Game
Sebastian,Engwall,Ostkaka,Sweden,Europe,153199.92,Hearthstone,Collectible Card Game
David,Shan,JustSaiyan,United States of America,North America,153062.5,Hearthstone,Collectible Card Game
Eddie,Lui,Seohyun,Canada,North America,151117.2,Hearthstone,Collectible Card Game
Lin,Zheng,OmegaZero,China,Asia,139425.79,Hearthstone,Collectible Card Game
Adrian,Koy,Lifecoach,Germany,Europe,136530.19,Hearthstone,Collectible Card Game
Hyun Jae,Jang,Dawn,Republic of Korea,Asia,135189.54,Hearthstone,Collectible Card Game
Cheon Su,Kim,Che0nsu,Republic of Korea,Asia,133715,Hearthstone,Collectible Card Game
Guan,Zhendong,Jing,China,Asia,131560,Hearthstone,Collectible Card Game
-,-,Leaoh,China,Asia,125458.59,Hearthstone,Collectible Card Game
Bohan,Zhang,Lovelychook,China,Asia,122179.36,Hearthstone,Collectible Card Game
Kevin,Eberlein,Casie,Germany,Europe,121712.5,Hearthstone,Collectible Card Game
Théo,Dumont,Felkeine,France,Europe,121255.92,Hearthstone,Collectible Card Game
Eugene,Shumilin,Neirea,Ukraine,Europe,121248.17,Hearthstone,Collectible Card Game
Alexey,Barsukov,ShtanUdachi,Russia,Europe,117466.67,Hearthstone,Collectible Card Game
William,Barton,Amnesiac,United States of America,North America,114725,Hearthstone,Collectible Card Game
Jerome,Faucher,Monsanto,Canada,North America,110925,Hearthstone,Collectible Card Game
Paul,Nemeth,Zalae,United States of America,North America,110141.67,Hearthstone,Collectible Card Game
Cong,Shu,StrifeCro,United States of America,North America,106314.27,Hearthstone,Collectible Card Game
Mihai,Dragalin,languagehacker,Canada,North America,102887.5,Hearthstone,Collectible Card Game
Bo,Li,LiBo,China,Asia,100759.37,Hearthstone,Collectible Card Game
Julien,Perrault-Harvey,Cydonia,Canada,North America,97593.92,Hearthstone,Collectible Card Game
Il Mook,Kang,handsomeguy,Republic of Korea,Asia,97479,Hearthstone,Collectible Card Game
Shengyuan,Luo,Roger,Taiwan,Asia,96719.1,Hearthstone,Collectible Card Game
Chris,Tsakopoulos,Fenomeno,Greece,Europe,94073,Hearthstone,Collectible Card Game
Edwin,Cook,HotMEOWTH,United States of America,North America,91550,Hearthstone,Collectible Card Game
Juwei,Wu,XiaoT,China,Asia,89346.12,Hearthstone,Collectible Card Game
Tsu Lin,Tsao,SamuelTsao,Taiwan,Asia,89250,Hearthstone,Collectible Card Game
Kacper,Kwieciński,A83650,Poland,Europe,87636.14,Hearthstone,Collectible Card Game
Zong Chang,Wu,BloodTrail,Taiwan,Asia,86250,Hearthstone,Collectible Card Game
Wataru,Ishibashi,posesi,Japan,Asia,84196,Hearthstone,Collectible Card Game
Zakarya,Hail,xBlyzes,France,Europe,83373.91,Hearthstone,Collectible Card Game
Francisco,Leimontas,PNC,Argentina,South America,82409.24,Hearthstone,Collectible Card Game
Tsz Kin,Lo,kin0531,Hong Kong,Europe,81932,Hearthstone,Collectible Card Game
George,Webb,BoarControl,United Kingdom of Great Britain & Northern Ireland,Europe,80924.07,Hearthstone,Collectible Card Game
Keaton,Gill,Chakki,United States of America,North America,80338.22,Hearthstone,Collectible Card Game
Ole,Batyrbekov,Naiman,Kazakhstan,Asia,79671.53,Hearthstone,Collectible Card Game
Tyler,Hoang Nguyen,Tylerootd,Netherlands,Europe,78375,Hearthstone,Collectible Card Game
Jan,Janßen,SuperJJ,Germany,Europe,77943.68,Hearthstone,Collectible Card Game
-,-,DocPwn,Canada,North America,77433.33,Hearthstone,Collectible Card Game
Yashima,Nozomi,Alutemu,Japan,Asia,76675,Hearthstone,Collectible Card Game
Thomas,Zimmer,Sintolol,Germany,Europe,76346.78,Hearthstone,Collectible Card Game
Songyang,Zhao,Hamster,China,Asia,74382.47,Hearthstone,Collectible Card Game
David,Acosta,killinallday,United States of America,North America,73575,Hearthstone,Collectible Card Game
Jeffrey,Shih,Trump,United States of America,North America,72637.5,Hearthstone,Collectible Card Game
Facu,Pruzzo,Nalguidan,Argentina,South America,70750,Hearthstone,Collectible Card Game
Edward,Goodwin,Gallon213,United States of America,North America,70216,Hearthstone,Collectible Card Game
Chen,Yuxiang,Breath,China,Asia,69487.73,Hearthstone,Collectible Card Game
-,-,Yueying,China,Asia,68162.5,Hearthstone,Collectible Card Game
Jack,Bancroft,DeadDraw,United Kingdom of Great Britain & Northern Ireland,Europe,67950,Hearthstone,Collectible Card Game
Stanislav,Cifka,StanCifka,Czech Republic,Europe,67096.88,Hearthstone,Collectible Card Game
Baek,Hak Jun,Kranich,Republic of Korea,Asia,66835.51,Hearthstone,Collectible Card Game
Hyun Soo,Cho,Flurry,Republic of Korea,Asia,66730.8,Hearthstone,Collectible Card Game
Martin,Prête,Zhym,France,Europe,65702.33,Hearthstone,Collectible Card Game
Louis,Bremers,Mitsuhide,Netherlands,Europe,64140.31,Hearthstone,Collectible Card Game
Michael,Luker,Luker,Canada,North America,63000,Hearthstone,Collectible Card Game
Jason,Chan,Amaz,Hong Kong,Europe,62704.15,Hearthstone,Collectible Card Game
Jeffrey,Liu,Tarei,United States of America,North America,62454.4,Hearthstone,Collectible Card Game
Jan,Palys,Ek0p,Germany,Europe,60165.48,Hearthstone,Collectible Card Game
Xiao,Feng,Icefox,China,Asia,59309.9,Hearthstone,Collectible Card Game
Sang Hyeon,Baek,DDaHyoNi,Republic of Korea,Asia,58436,Hearthstone,Collectible Card Game
Dylan,Mullins,Hotform,Canada,North America,56250,Hearthstone,Collectible Card Game
Chun Pong,Ng,Yulsic,Hong Kong,Europe,54812,Hearthstone,Collectible Card Game
Li,Heyang,Sword,China,Asia,54320.72,Hearthstone,Collectible Card Game
Simon,Raunholst,Crane,Denmark,Europe,53526.12,Hearthstone,Collectible Card Game
Anthony,Trevino,Ant,United States of America,North America,52375,Hearthstone,Collectible Card Game
-,-,Trunks,China,Asia,51231.7,Hearthstone,Collectible Card Game
Petar,Stevanovic,Gaara,Germany,Europe,51059.59,Hearthstone,Collectible Card Game
Janne,Mikkonen,Savjz,Finland,Europe,50734.44,Hearthstone,Collectible Card Game
Drew,Biessener,Tidesoftime,United States of America,North America,50449.6,Hearthstone,Collectible Card Game
Simone,Liguori,Leta,Italy,Europe,49300,Hearthstone,Collectible Card Game
Mike,Eichner,Ike,United States of America,North America,48550,Hearthstone,Collectible Card Game
Jeffrey,Brusi,SjoW,Sweden,Europe,47973.61,Hearthstone,Collectible Card Game
